iter	Logloss
415	0.385267116
416	0.3850907704
417	0.3848999368
418	0.3846832577
419	0.3846257955
420	0.3845413858
421	0.3844224468
422	0.3843654899
423	0.3842065577
424	0.3841560811
425	0.3840990128
426	0.3838743051
427	0.3838069248
428	0.3837313439
429	0.3836124507
430	0.3835388117
431	0.3834304267
432	0.3833795098
433	0.38318415
434	0.3829338849
435	0.3828314996
436	0.3827756766
437	0.3827015754
438	0.3824752117
439	0.3822873509
440	0.3822046407
441	0.3821557946
442	0.3819743665
443	0.3819054816
444	0.3818596729
445	0.3817847563
446	0.3815786689
447	0.3814871508
448	0.3814397414
449	0.3812648007
450	0.3812027334
451	0.3811451029
452	0.3810795374
453	0.3809919546
454	0.3808162266
455	0.3807352147
456	0.3806603577
457	0.3805364466
458	0.3804814232
459	0.3804354049
460	0.3802085858
461	0.3801675261
462	0.3800656334
463	0.3799585882
464	0.3799114486
465	0.3798078072
466	0.3796796679
467	0.3795382185
468	0.379378156
469	0.3792161344
470	0.3791085819
471	0.3789034792
472	0.3788377611
473	0.3786839936
474	0.3785714226
475	0.3783693105
476	0.3782903392
477	0.3781977882
478	0.3780829196
479	0.3780220882
480	0.3779543698
481	0.3777762828
482	0.3777116028
483	0.3776363041
484	0.3775485528
485	0.3774232886
486	0.3773376285
487	0.3771470794
488	0.377106215
489	0.3770388841
490	0.3768557457
491	0.3767801613
492	0.376712932
493	0.3765515296
494	0.3764607005
495	0.3763935589
496	0.376268898
497	0.376200611
498	0.3761009496
499	0.3760350714
500	0.3759023658
501	0.3758402466
502	0.3757744435
503	0.3756404465
504	0.3754538234
505	0.375279754
506	0.375173393
507	0.3750089372
508	0.3749562787
509	0.3748240956
510	0.3746750225
511	0.3745257525
512	0.3743895981
513	0.3742554926
514	0.3741820431
515	0.3740586875
516	0.374014509
517	0.3739629565
518	0.3738831869
519	0.3738479025
520	0.3736965253
521	0.3735328726
522	0.3734028667
523	0.3732569397
524	0.3732069464
525	0.3731726269
526	0.3730681407
527	0.3730176144
528	0.372976801
529	0.372896583
530	0.3728273736
531	0.3727822411
532	0.3726814285
533	0.3725821138
534	0.3723729121
535	0.3722807946
536	0.3721685105
537	0.3720276349
538	0.3719161387
539	0.3717996703
540	0.3717626786
541	0.3717176268
542	0.3715798998
543	0.3714701138
544	0.3714104999
545	0.3713031582
546	0.3712456639
547	0.3711655813
548	0.371080951
549	0.3709962742
550	0.3708968806
551	0.3707657788
552	0.3706506795
553	0.3705928275
554	0.3705008926
555	0.3704079019
556	0.3702447299
557	0.3700622879
558	0.3700224609
559	0.3699876355
560	0.3699051424
561	0.369855768
562	0.3697505248
563	0.3696039202
564	0.3694920031
565	0.3694011711
566	0.369356446
567	0.3693158337
568	0.3692621768
569	0.3691372625
570	0.3690410446
571	0.368908398
572	0.3688598287
573	0.3687717682
574	0.3687094727
575	0.3686074443
576	0.3685643344
577	0.3683303142
578	0.3682130899
579	0.3681412956
580	0.3680634997
581	0.3680043026
582	0.3679686636
583	0.3678394196
584	0.3677756236
585	0.3677159431
586	0.3676772822
587	0.367627066
588	0.3675469671
589	0.3674969963
590	0.3674385458
591	0.3673825753
592	0.3673091324
593	0.3672750085
594	0.3672143134
595	0.3671897104
596	0.3670867436
597	0.3670349477
598	0.3669682677
599	0.3668555918
600	0.3666504408
601	0.3665798055
602	0.3664827384
603	0.3663855377
604	0.3663322252
605	0.3662371588
606	0.3661459763
607	0.3660530755
608	0.3658434028
609	0.3657779651
610	0.3657227177
611	0.365694549
612	0.365650848
613	0.3655761171
614	0.3654671467
615	0.3653304064
616	0.3652740394
617	0.3652135646
618	0.3650945141
619	0.3650433413
620	0.3649556908
621	0.3648936786
622	0.3648621674
623	0.3648148325
624	0.3647451245
625	0.3647009429
626	0.3646335103
627	0.364567509
628	0.3644837058
629	0.3644310317
630	0.364389823
631	0.3643339303
632	0.3642552943
633	0.3641452586
634	0.3640945298
635	0.3640083342
636	0.3638921724
637	0.3637658491
638	0.3637353209
639	0.3636455337
640	0.3634787068
641	0.3634107625
642	0.3633699234
643	0.3632735063
644	0.3631631842
645	0.3631384051
646	0.3630911187
647	0.3630006288
648	0.3629330834
649	0.3628384883
650	0.3627428321
651	0.3626404606
652	0.3625232725
653	0.3624281188
654	0.3623978152
655	0.3623490877
656	0.3622652267
657	0.3622190789
658	0.3621473955
659	0.3620825773
660	0.3620053454
661	0.3619226588
662	0.3618860973
663	0.3618036671
664	0.3617348876
665	0.3616919883
666	0.3615740053
667	0.3614457686
668	0.3613557863
669	0.3612551318
670	0.3611463028
671	0.3610380705
672	0.3609965287
673	0.3609451316
674	0.3609123781
675	0.3608186006
676	0.3607232503
677	0.3606286041
678	0.3605372723
679	0.3604292596
680	0.3603717472
681	0.3602999907
682	0.3602145008
683	0.3601484385
684	0.36010019
685	0.3600551381
686	0.3600182068
687	0.3599348799
688	0.3598937086
689	0.3598341884
690	0.3597514784
691	0.3596225675
692	0.3595397175
693	0.3595134016
694	0.3594665735
695	0.3593561159
696	0.3592734359
697	0.3592030527
698	0.3591363224
699	0.3590825044
700	0.3590435759
701	0.3588905152
702	0.3588688823
703	0.3588330983
704	0.3586519874
705	0.3585836575
706	0.358549788
707	0.3584720495
708	0.3583223632
709	0.3582700103
710	0.3582270041
711	0.3581968817
712	0.3581300936
713	0.3580185693
714	0.357853888
715	0.3577845112
716	0.3577211536
717	0.3576535746
718	0.3576198986
719	0.3575628807
720	0.3575141992
721	0.3574444138
722	0.3573457277
723	0.3572762744
724	0.3571860698
725	0.357116305
726	0.3570757417
727	0.3570365041
728	0.356984856
729	0.356915654
730	0.3568284222
731	0.3567568611
732	0.356720153
733	0.35664277
734	0.3565612638
735	0.3564802107
736	0.356401395
737	0.3562398024
738	0.3561432741
739	0.3560840665
740	0.3560014404
741	0.3559283357
742	0.3558283542
743	0.3557804299
744	0.3557065671
745	0.3555895442
746	0.3555323873
747	0.3554454318
748	0.3553717839
749	0.3553242428
750	0.3552845875
751	0.355124839
752	0.3550625732
753	0.3550210074
754	0.3549480431
755	0.3548935712
756	0.3548359148
757	0.3548000761
758	0.3547105787
759	0.3545588997
760	0.3544824687
761	0.3544278675
762	0.3543436401
763	0.3543179706
764	0.3542230698
765	0.3541066371
766	0.3540477415
767	0.3540002189
768	0.3539537116
769	0.3539127359
770	0.3538237695
771	0.3537544275
772	0.3536606107
773	0.3535827029
774	0.353487635
775	0.3533983548
776	0.3533570983
777	0.3533055686
778	0.353159478
779	0.3531154968
780	0.3530993195
781	0.3529895948
782	0.3529028404
783	0.3528449033
784	0.352804117
785	0.3527065489
786	0.3526020192
787	0.3525228659
788	0.3524757331
789	0.352400915
790	0.352279742
791	0.3521591147
792	0.3521247924
793	0.3519905104
794	0.3519554857
795	0.351882971
796	0.3518153954
797	0.3517801532
798	0.3517037605
799	0.3516569417
800	0.3516393595
801	0.3515445738
802	0.3514358498
803	0.3513537736
804	0.3513033035
805	0.3512756949
806	0.3512197858
807	0.3511266549
808	0.3510847804
809	0.3509832465
810	0.3509210068
811	0.3508356712
812	0.350816067
813	0.3507730925
814	0.3507238311
815	0.3506496588
816	0.3505397583
817	0.3504458419
818	0.3504253399
819	0.3503620924
820	0.3503225477
821	0.3502992374
822	0.3502668562
823	0.3502228986
824	0.3501816476
825	0.3501161797
826	0.3500770829
827	0.3500447565
828	0.3500157731
829	0.349959323
830	0.349891835
831	0.349837222
832	0.3497757649
833	0.3497453764
834	0.3496794878
835	0.349622242
836	0.3495656788
837	0.349531834
838	0.3494144993
839	0.3493827907
840	0.3492985397
841	0.3492310243
842	0.349164489
843	0.3491044991
844	0.3490556008
845	0.3490140071
846	0.3489641816
847	0.348882904
848	0.3488012405
849	0.3487413042
850	0.3486926895
851	0.3486294511
852	0.3485722703
853	0.3485378942
854	0.3484490341
855	0.3483272105
856	0.3483072142
857	0.3481987465
858	0.3481113192
859	0.3480782631
860	0.3480249514
861	0.3479667028
862	0.3478737457
863	0.3478506037
864	0.3477483778
865	0.3476618196
866	0.3475979812
867	0.3475386915
868	0.3475021252
869	0.3474701037
870	0.3473775355
871	0.347301761
872	0.34727199
873	0.3472058233
874	0.3471835294
875	0.3471667908
876	0.3470997233
877	0.3470608208
878	0.3469355688
879	0.3468818421
880	0.3468183445
881	0.3467312531
882	0.3466396686
883	0.3465667633
884	0.3465285665
885	0.3464465429
886	0.3463662165
887	0.3462584805
888	0.3461860494
889	0.3461421791
890	0.3461060363
891	0.346037423
892	0.3459873217
893	0.3459360277
894	0.3458515448
895	0.3457569798
896	0.3456499458
897	0.3455771255
898	0.3455182308
899	0.3454919995
900	0.34546692
901	0.3454396758
902	0.345301893
903	0.3452196638
904	0.3451411104
905	0.3450860093
906	0.3450377615
907	0.3449735865
908	0.3449185799
909	0.3448836419
910	0.344826181
911	0.3447613611
912	0.344721648
913	0.3447084205
914	0.3446743543
915	0.3446599187
916	0.3446052385
917	0.3445641411
918	0.3444655075
919	0.3444025948
920	0.3443357249
921	0.3442618061
922	0.3441838154
923	0.3441507321
924	0.3440604938
925	0.3440127773
926	0.3438853335
927	0.3438631469
928	0.3437840829
929	0.3437595835
930	0.3437447544
931	0.3436584464
932	0.3436156448
933	0.3435038448
934	0.3434328744
935	0.3434069236
936	0.3433839783
937	0.3433441283
938	0.3432760258
939	0.3431739108
940	0.3431332203
941	0.3430661005
942	0.3430449241
943	0.343027903
944	0.3429556647
945	0.3428935973
946	0.3428387114
947	0.3427559395
948	0.3426777247
949	0.3425839483
950	0.3425082055
951	0.342442322
952	0.3424053057
953	0.3423429041
954	0.3423043621
955	0.3422071845
956	0.3421281541
957	0.3421112759
958	0.3420451838
959	0.3420071849
960	0.3419628944
961	0.341896783
962	0.3418187065
963	0.3417768854
964	0.3416505883
965	0.3416147799
966	0.341537662
967	0.3415114309
968	0.3414223465
969	0.3413282338
970	0.341278718
971	0.3412386119
972	0.3411273995
973	0.3410870153
974	0.3410113271
975	0.3409744255
976	0.3409354134
977	0.3408682102
978	0.3407894327
979	0.3407323361
980	0.3406313367
981	0.3405951892
982	0.3405130971
983	0.3404914162
984	0.3404161248
985	0.3403475443
986	0.3402543566
987	0.3401989722
988	0.3401609384
989	0.3401439473
990	0.3400979958
991	0.3400282042
992	0.3399993869
993	0.3399335272
994	0.3399129412
995	0.339812225
996	0.3397660202
997	0.3396838147
998	0.3395737754
999	0.3395388103
